,Date,Timestamp,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido
,,,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking
,,,terra,moonriver,moonbeam,ethereum,solana,Total,terra,moonriver,moonbeam,ethereum,ethereum,ethereum,solana,Total,Total,Total,Total,Total,Total,Total,terra,moonriver,moonbeam,ethereum,ethereum,ethereum,solana,Total,Total,Total,Total,Total,Total,Total
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,terra-luna,kusama,polkadot,ethereum,WETH,MATIC,solana,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot,terra-luna,kusama,polkadot,ethereum,WETH,MATIC,solana,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot
,09/04/2022,1649462400,7923894294.959715,2618201.4841497103,,10212984841.433252,368609058.4558156,18508106396.33293,7923894294.959715,2618201.4841497103,,,10205828934.732433,7155906.700819795,368609058.4558156,,7923894294.959715,10205828934.732433,368609058.4558156,2618201.4841497103,7155906.700819795,,83024877.35708,15036.764783768149,,,3180713.735557034,4935108.069530893,3305317.956024172,,83024877.35708,3180713.735557034,3305317.956024172,15036.764783768149,4935108.069530893,
,10/04/2022,1649548800,8029820638.114065,2793974.5801269836,,10447519681.700344,375641198.50408256,18855775492.89862,8029820638.114065,2793974.5801269836,,,10440011122.049139,7508559.651204917,375641198.50408256,,8029820638.114065,10440011122.049139,375641198.50408256,2793974.5801269836,7508559.651204917,,83141650.839864,15658.659306882158,,,3196290.3238993287,5142849.076167751,3320731.952829584,,83141650.839864,3196290.3238993287,3320731.952829584,15658.659306882158,5142849.076167751,
,11/04/2022,1649635200,7721915594.028851,2753158.3007170856,,10392641447.145042,372575166.97683734,18489885366.451447,7721915594.028851,2753158.3007170856,,,10384822456.806696,7818990.338346492,372575166.97683734,,7721915594.028851,10384822456.806696,372575166.97683734,2753158.3007170856,7818990.338346492,,83111781.229457,15988.143442027213,,,3223918.7058179597,5429854.4016295085,3322707.277060888,,83111781.229457,3223918.7058179597,3322707.277060888,15988.143442027213,5429854.4016295085,
,12/04/2022,1649721600,7052902609.547585,2450852.5213937694,,9666592516.041212,335271114.39722323,17057217092.507412,7052902609.547585,2450852.5213937694,,,9659165098.42249,7427417.618723748,335271114.39722323,,7052902609.547585,9659165098.42249,335271114.39722323,2450852.5213937694,7427417.618723748,,84567177.572513,16019.690969303676,,,3233139.227267322,5501790.828684257,3332052.41897459,,84567177.572513,3233139.227267322,3332052.41897459,16019.690969303676,5501790.828684257,
,13/04/2022,1649808000,7018281219.043323,2492070.0897909366,,9878793225.950882,344550378.73389584,17244116893.81789,7018281219.043323,2492070.0897909366,,,9870990581.297737,7802644.653144187,344550378.73389584,,7018281219.043323,9870990581.297737,344550378.73389584,2492070.0897909366,7802644.653144187,,83560914.621304,16194.892707245495,,,3251496.487384912,5573317.609388705,3332208.691817174,,83560914.621304,3251496.487384912,3332208.691817174,16194.892707245495,5573317.609388705,
,14/04/2022,1649894400,7340800320.772578,2727684.9525331734,,10326992381.301775,349883367.43421435,18020403754.4611,7340800320.772578,2727684.9525331734,,,10317058601.244864,9933780.056910932,349883367.43421435,,7340800320.772578,10317058601.244864,349883367.43421435,2727684.9525331734,9933780.056910932,,83541599.1894,17060.826573262282,,,3303403.7965537673,6995619.758387981,3331587.958809887,,83541599.1894,3303403.7965537673,3331587.958809887,17060.826573262282,6995619.758387981,
,15/04/2022,1649980800,6851887007.089468,2762383.8867187835,,10031102627.112598,335019323.2364632,17220771341.32525,6851887007.089468,2762383.8867187835,,,10021383708.419422,9718918.693176536,335019323.2364632,,6851887007.089468,10021383708.419422,335019323.2364632,2762383.8867187835,9718918.693176536,,83804880.223697,17334.236236940156,,,3313007.447756069,7042694.705200389,3336181.271026321,,83804880.223697,3313007.447756069,3336181.271026321,17334.236236940156,7042694.705200389,
,16/04/2022,1650067200,6733851514.616168,2892219.409222665,,10269052610.406048,338935979.81115943,17344732324.2426,6733851514.616168,2892219.409222665,,,10257260900.569159,11791709.83688932,338935979.81115943,,6733851514.616168,10257260900.569159,338935979.81115943,2892219.409222665,11791709.83688932,,83848232.033572,17421.958973692337,,,3376586.9919181103,8422649.883492371,3344212.923642422,,83848232.033572,3376586.9919181103,3344212.923642422,17421.958973692337,8422649.883492371,
,17/04/2022,1650153600,6750895759.627788,3035610.3174802097,,10393316728.369673,342289575.75157875,17489537674.06652,6750895759.627788,3035610.3174802097,,,10381448728.249844,11868000.119829385,342289575.75157875,,6750895759.627788,10381448728.249844,342289575.75157875,3035610.3174802097,11868000.119829385,,83540350.942059,17463.097954784615,,,3384467.763449538,8538129.58261107,3352821.782266419,,83540350.942059,3384467.763449538,3352821.782266419,17463.097954784615,8538129.58261107,
,18/04/2022,1650240000,6509700485.089824,2879983.8328671483,,10173068443.948305,353124819.0578812,17038773731.928877,6509700485.089824,2879983.8328671483,,,10161503266.086779,11565177.86152742,353124819.0578812,,6509700485.089824,10161503266.086779,353124819.0578812,2879983.8328671483,11565177.86152742,,83823081.188383,17494.738384565353,,,3402763.755910181,8630729.747408522,3509838.177694873,,83823081.188383,3402763.755910181,3509838.177694873,17494.738384565353,8630729.747408522,
,19/04/2022,1650326400,7654721817.171494,3063592.45406744,,10520780138.993649,363204607.0326119,18541770155.65182,7654721817.171494,3063592.45406744,,,10507070925.264313,13709213.729335958,363204607.0326119,,7654721817.171494,10507070925.264313,363204607.0326119,3063592.45406744,13709213.729335958,,83786359.645047,18091.36916302964,,,3421306.230487847,9586862.747787384,3514316.468627111,,83786359.645047,3421306.230487847,3514316.468627111,18091.36916302964,9586862.747787384,
,20/04/2022,1650412800,7934322457.840995,3165769.739375085,,10625994051.27206,374282659.08446765,18937764937.9369,7934322457.840995,3165769.739375085,,,10612256779.44327,13737271.828790389,374282659.08446765,,7934322457.840995,10612256779.44327,374282659.08446765,3165769.739375085,13737271.828790389,,83978857.513135,18132.594875852483,,,3444173.664796175,9674135.090697458,3460773.546781948,,83978857.513135,3444173.664796175,3460773.546781948,18132.594875852483,9674135.090697458,
,21/04/2022,1650499200,7971462580.956882,3300469.066211338,,10673920490.26705,357906162.9303545,19006589703.220497,7971462580.956882,3300469.066211338,,,10659752021.666725,14168468.600325212,357906162.9303545,,7971462580.956882,10659752021.666725,357906162.9303545,3300469.066211338,14168468.600325212,,83936638.738095,18255.816506506657,,,3457444.876364839,9908020.000227422,3391189.718877719,,83936638.738095,3457444.876364839,3391189.718877719,18255.816506506657,9908020.000227422,
,22/04/2022,1650585600,7610388318.390973,3088525.488790822,,10377636251.352266,346521329.5510346,18337634424.783066,7610388318.390973,3088525.488790822,,,10363600851.830349,14035399.521916516,346521329.5510346,,7610388318.390973,10363600851.830349,346521329.5510346,3088525.488790822,14035399.521916516,,83990600.578203,18303.457916266576,,,3482521.481583778,10170579.36370762,3404611.215867898,,83990600.578203,3482521.481583778,3404611.215867898,18303.457916266576,10170579.36370762,
,23/04/2022,1650672000,7860275006.578186,3008877.781222037,,10446330714.696423,335304968.8055248,18644919567.861355,7860275006.578186,3008877.781222037,,,10430939362.309113,15391352.387309313,335304968.8055248,,7860275006.578186,10430939362.309113,335304968.8055248,3008877.781222037,15391352.387309313,,83995244.780703,18428.846580645783,,,3521467.662235952,11072915.386553463,3333382.729948552,,83995244.780703,3521467.662235952,3333382.729948552,18428.846580645783,11072915.386553463,
,24/04/2022,1650758400,7526976119.096676,3008754.277145077,,10394664168.12053,332425752.51057374,18257074794.004925,7526976119.096676,3008754.277145077,,,10379442747.921127,15221420.199402275,332425752.51057374,,7526976119.096676,10379442747.921127,332425752.51057374,3008754.277145077,15221420.199402275,,83997055.22929,18443.9053340592,,,3531792.173809275,11110525.69299436,3294279.580919371,,83997055.22929,3531792.173809275,3294279.580919371,18443.9053340592,11110525.69299436,
,25/04/2022,1650844800,7467726601.150225,2896728.362089733,,10162183435.36545,327759352.9267299,17960566117.804497,7467726601.150225,2896728.362089733,,,10147548427.573463,14635007.791987145,327759352.9267299,,7467726601.150225,10147548427.573463,327759352.9267299,2896728.362089733,14635007.791987145,,83991976.1686,18512.995220104385,,,3537395.0909220236,11171761.67327263,3301030.848290159,,83991976.1686,3537395.0909220236,3301030.848290159,18512.995220104385,11171761.67327263,
,26/04/2022,1650931200,8264762070.393387,3073245.758793971,,10731677893.633562,337211930.9367444,19336725140.722485,8264762070.393387,3073245.758793971,,,10715806739.708887,15871153.924675291,337211930.9367444,,8264762070.393387,10715806739.708887,337211930.9367444,3073245.758793971,15871153.924675291,,85300465.170744,18647.20440989,,,3551184.8232524237,11669966.121084772,3327858.787493777,,85300465.170744,3551184.8232524237,3327858.787493777,18647.20440989,11669966.121084772,
,27/04/2022,1651017600,7498776143.3382635,2916340.9708008594,,10217111596.562681,318568980.52942634,18037373061.401173,7498776143.3382635,2916340.9708008594,,,10200491902.310669,16619694.252011355,318568980.52942634,,7498776143.3382635,10200491902.310669,318568980.52942634,2916340.9708008594,16619694.252011355,,84712789.689768,18728.10795530991,,,3628531.6546767275,13402979.235493029,3341749.507284447,,84712789.689768,3628531.6546767275,3341749.507284447,18728.10795530991,13402979.235493029,
,28/04/2022,1651104000,7601316809.114572,2972545.6864522453,,10627398127.618782,330055729.1331314,18561743211.552937,7601316809.114572,2972545.6864522453,,,10610401589.719717,16996537.899065405,330055729.1331314,,7601316809.114572,10610401589.719717,330055729.1331314,2972545.6864522453,16996537.899065405,,84590661.129697,18757.781829066986,,,3669501.952170221,13489315.792909052,3332549.769114816,,84590661.129697,3669501.952170221,3332549.769114816,18757.781829066986,13489315.792909052,
,29/04/2022,1651190400,7513004283.166472,2965662.864775712,,10892593742.51689,327937504.0608511,18736501192.60899,7513004283.166472,2965662.864775712,,,10874867960.393995,17725782.122893978,327937504.0608511,,7513004283.166472,10874867960.393995,327937504.0608511,2965662.864775712,17725782.122893978,,84444242.814055,18851.149661681364,,,3707775.32838298,14294985.582979014,3339485.784733718,,84444242.814055,3707775.32838298,3339485.784733718,18851.149661681364,14294985.582979014,
,30/04/2022,1651276800,7238154061.686292,2796633.533649372,,10555971424.94408,315433334.5013881,18112355454.66541,7238154061.686292,2796633.533649372,,,10539257629.45433,16713795.489750197,315433334.5013881,,7238154061.686292,10539257629.45433,315433334.5013881,2796633.533649372,16713795.489750197,,84607294.701184,19023.423805519164,,,3732031.7384753292,14661224.113815963,3343579.971394828,,84607294.701184,3732031.7384753292,3343579.971394828,19023.423805519164,14661224.113815963,
,01/05/2022,1651363200,6870436623.672349,2635403.1683853334,,10429755857.510195,300645417.23895144,17603473301.589878,6870436623.672349,2635403.1683853334,,,10413542011.56352,16213845.94667395,300645417.23895144,,6870436623.672349,10413542011.56352,300645417.23895144,2635403.1683853334,16213845.94667395,,85188302.835367,19570.794359017775,,,3752086.910558305,14739859.951521771,3353920.317257379,,85188302.835367,3752086.910558305,3353920.317257379,19570.794359017775,14739859.951521771,
,02/05/2022,1651449600,7044051376.066225,2637812.2976684384,,10826883596.89732,301379330.3930468,18174952115.654263,7044051376.066225,2637812.2976684384,,,10810655645.481913,16227951.415407138,301379330.3930468,,7044051376.066225,10810655645.481913,301379330.3930468,2637812.2976684384,16227951.415407138,,84501576.008472,19595.960906830383,,,3800319.7718828237,14752683.104915578,3339013.188489328,,84501576.008472,3800319.7718828237,3339013.188489328,19595.960906830383,14752683.104915578,
,03/05/2022,1651536000,7125169395.576463,2597963.3409607415,,11242991444.473616,289269151.12754333,18660027954.51858,7125169395.576463,2597963.3409607415,,,11226977327.961952,16014116.511662606,289269151.12754333,,7125169395.576463,11226977327.961952,289269151.12754333,2597963.3409607415,16014116.511662606,,84421438.336214,19869.700504479857,,,3916956.7650979334,14896852.568988472,3302159.259446842,,84421438.336214,3916956.7650979334,3302159.259446842,19869.700504479857,14896852.568988472,
,04/05/2022,1651622400,6973704264.688137,2531077.0352380155,,11087229092.998278,284125767.64052504,18347590202.362175,6973704264.688137,2531077.0352380155,,,11071139512.49733,16089580.500948451,284125767.64052504,,6973704264.688137,11071139512.49733,284125767.64052504,2531077.0352380155,16089580.500948451,,84478549.541952,19820.49361971821,,,3969971.711931399,14925399.351529175,3304556.497331066,,84478549.541952,3969971.711931399,3304556.497331066,19820.49361971821,14925399.351529175,
,05/05/2022,1651708800,7269640688.728441,2791960.6118964995,,11806079759.15577,311781422.9559493,19390293831.452053,7269640688.728441,2791960.6118964995,,,11788327303.745773,17752455.409995873,311781422.9559493,,7269640688.728441,11788327303.745773,311781422.9559493,2791960.6118964995,17752455.409995873,,84471771.888548,19780.096435681895,,,4002175.3003740553,15044453.73728464,3316118.091426817,,84471771.888548,4002175.3003740553,3316118.091426817,19780.096435681895,15044453.73728464,
,06/05/2022,1651795200,7076823195.464469,2515709.0565265017,,11050154700.276167,280644012.58015424,18410137617.377316,7076823195.464469,2515709.0565265017,,,11034048934.111105,16105766.16506127,280644012.58015424,,7076823195.464469,11034048934.111105,280644012.58015424,2515709.0565265017,16105766.16506127,,85675825.61095,19720.224633742273,,,4017406.8413255513,15136998.275433524,3319266.854880594,,85675825.61095,4017406.8413255513,3319266.854880594,19720.224633742273,15136998.275433524,
,07/05/2022,1651881600,6646439496.497061,2496109.2910162103,,10962254587.693188,271602232.07236177,17882792425.553627,6646439496.497061,2496109.2910162103,,,10945972694.65266,16281893.04052731,271602232.07236177,,6646439496.497061,10945972694.65266,271602232.07236177,2496109.2910162103,16281893.04052731,,85705215.944514,19750.82521772599,,,4068711.321740733,15565863.327463968,3321945.108517145,,85705215.944514,4068711.321740733,3321945.108517145,19750.82521772599,15565863.327463968,
,08/05/2022,1651968000,5672989984.974525,2284006.285041921,,10701405802.083765,257057108.89695638,16633736902.240288,5672989984.974525,2284006.285041921,,,10685433448.529709,15972353.554055326,257057108.89695638,,5672989984.974525,10685433448.529709,257057108.89695638,2284006.285041921,15972353.554055326,,85850332.702399,19730.531142380103,,,4082710.5838706843,15845588.843308855,3301953.871508753,,85850332.702399,4082710.5838706843,3301953.871508753,19730.531142380103,15845588.843308855,
,09/05/2022,1652054400,5480998184.027923,2313611.7769004903,,10328908697.797846,249132462.53505188,16061352956.13772,5480998184.027923,2313611.7769004903,,,10312777293.65816,16131404.13968693,249132462.53505188,,5480998184.027923,10312777293.65816,249132462.53505188,2313611.7769004903,16131404.13968693,,86057437.33754,20095.646459658565,,,4086793.1449363404,16297014.400019934,3248141.623664301,,86057437.33754,4086793.1449363404,3248141.623664301,20095.646459658565,16297014.400019934,
,10/05/2022,1652140800,2721454746.231741,2098000.117176366,,9403806783.663834,206105314.6252858,12333464844.638037,2721454746.231741,2098000.117176366,,,9390330384.979113,13476398.684721505,206105314.6252858,,2721454746.231741,9390330384.979113,206105314.6252858,2098000.117176366,13476398.684721505,,85634195.916669,21568.830237240323,,,4149175.224674623,16300767.45932973,3227455.600145409,,85634195.916669,4149175.224674623,3227455.600145409,21568.830237240323,16300767.45932973,
,11/05/2022,1652227200,1506652155.7701552,2096519.9531432127,,9869325479.719822,217602094.53082058,11595676249.973942,1506652155.7701552,2096519.9531432127,,,9854719471.550934,14606008.168888595,217602094.53082058,,1506652155.7701552,9854719471.550934,217602094.53082058,2096519.9531432127,14606008.168888595,,80269161.202459,22183.048916974,,,4160813.132394439,16255683.719827889,3218013.820331567,,80269161.202459,4160813.132394439,3218013.820331567,22183.048916974,16255683.719827889,
,12/05/2022,1652313600,99256718.55057931,1681391.9534420501,,8979837839.820723,163943899.20421025,9244719849.528954,99256718.55057931,1681391.9534420501,,,8968478243.626808,11359596.193914345,163943899.20421025,,99256718.55057931,8968478243.626808,163943899.20421025,1681391.9534420501,11359596.193914345,,81357966.025065,22205.387657713287,,,4180231.7665882725,16230405.937331183,3082811.19225668,,81357966.025065,4180231.7665882725,3082811.19225668,22205.387657713287,16230405.937331183,
,13/05/2022,1652400000,349926.95415273926,1545755.0315748742,,8253462893.659002,132589338.45854609,8387947914.103276,349926.95415273926,1545755.0315748742,,,8244085696.062049,9377197.596953774,132589338.45854609,,349926.95415273926,8244085696.062049,132589338.45854609,1545755.0315748742,9377197.596953774,,108588322.193799,22231.483267292882,,,4183031.4465213055,15516196.100190077,2964215.0337256,,108588322.193799,4183031.4465213055,2964215.0337256,22231.483267292882,15516196.100190077,
,14/05/2022,1652486400,7877.673657880992,1651582.50200603,,8524511570.740703,149614976.5827849,8675786007.499151,7877.673657880992,1651582.50200603,,,8513610972.873848,10900597.866854219,149614976.5827849,,7877.673657880992,8513610972.873848,149614976.5827849,1651582.50200603,10900597.866854219,,83796124.432305,22318.682459540945,,,4185937.563487088,16125908.130050858,2959156.973551916,,83796124.432305,4185937.563487088,2959156.973551916,22318.682459540945,16125908.130050858,
